yc,ys
0.515972487,1
0.430030293,1
0.803399386,1
0.641535256,1
0.720252933,1
0.467671539,1
0.449797632,1
0.360865989,1
0.248779254,1
0.509356385,1
0.482349835,1
0.789882189,1
0.411616487,1
0.516306875,1
0.733530052,1
0.609580012,1
0.13768812,1
0.509356385,1
0.870196314,1
0.498589968,1
0.880659729,1
0.502402275,1
0.823577183,1
0.480837999,1
0.509356385,1
0.827846585,1
0.432186175,1
0.487786223,1
0.427516416,1
0.711388701,1
0.437559097,1
0.667567301,1
0.54056644,1
0.61641623,1
0.825124665,1
0.498924703,1
0.553691698,1
0.129822046,1
0.49369644,1
0.801643773,1
0.471136095,1
0.526719957,1
0.471271924,1
0.935405606,1
0.691672886,1
0.296417537,1
0.114143242,1
0.31433701,1
0.471136095,1
0.682384701,1
0.953885945,1
0.898410043,1
0.982708766,1
0.543354773,1
0.363323471,1
0.444861582,1
0.467671539,1
0.965969427,1
0.357761236,1
0.426624173,1
0.624724296,1
0.149642472,1
0.704285701,1
0.330541508,1
0.298076052,1
0.159709411,1
0.900742389,1
0.55631117,1
0.520013458,1
0.279882263,1
0.596259997,1
0.45166659,1
0.509356385,1
0.474603434,1
0.664325304,1
0.975933883,1
0.305514012,1
0.582376002,1
0.247743993,1
0.493581382,1
0.471136095,1
0.265895895,1
0.870196314,1
0.955409972,1
0.203595873,1
0.526817299,1
0.454041344,1
0.611257045,1
0.388089437,1
0.471136095,1
0.467671539,1
0.477366496,1
0.355306794,1
0.421152052,1
0.454751779,1
0.336726547,1
0.424356045,1
0.463602768,1
0.45889807,1
0.627979796,1
0.459012372,1
0.578962994,1
0.478073223,1
0.545559225,1
0.321406982,1
0.474603434,1
0.899370659,1
0.606182706,1
0.477366496,1
0.354894756,1
0.252001273,1
0.754360612,1
0.889253636,1
0.373471397,1
0.28306918,1
0.858624753,1
0.887102455,1
0.788745029,1
0.385706794,1
0.661850499,1
0.102023823,1
0.364069347,1
0.46014541,1
0.456691884,1
0.759479261,1
0.495447236,1
0.474603434,1
0.631973663,1
0.712322128,1
0.885626064,1
0.520947942,1
0.315336154,1
0.655600899,1
0.32441451,1
0.685146833,1
0.451200016,1
0.895920044,1
0.591029186,1
0.392841325,1
0.733320844,1
0.370443442,1
0.741665652,1
0.676944352,1
0.839308236,1
0.478729066,1
0.516679865,1
0.5493281,1
0.467671539,1
0.474603434,1
0.240221886,1
0.985583828,1
0.474603434,1
0.717538247,1
0.423129681,1
0.467671539,1
0.173361862,1
0.894221849,1
0.478877485,1
0.427757566,1
0.615521832,1
0.478073223,1
0.646113685,1
0.465235433,1
0.471136095,1
0.471136095,1
0.561618594,1
0.464404347,1
0.503344281,1
0.5822551,1
0.308755899,1
0.246201624,1
0.410824503,1
0.768420273,1
0.514184454,1
0.668048593,1
0.225407268,1
0.976213374,1
0.677237098,1
0.490219762,1
0.608093128,1
0.859792591,1
0.34717764,1
0.467671539,1
0.323500918,1
0.753571063,1
0.690957542,1
0.43879547,1
0.419833078,1
0.433443049,1
0.422438436,1
0.467671539,1
0.905223897,1
0.48154513,1
0.429336165,1
0.458097866,1
0.449700996,1
0.791714854,1
0.416197628,1
0.423589633,1
0.467671539,1
0.474603434,1
0.367067035,1
0.469724782,1
0.519779924,1
0.454411611,1
0.463974206,1
0.817097455,1
0.420271391,1
0.696798399,1
0.207321086,1
0.479347682,1
0.554806894,1
0.492441113,1
0.477836569,1
0.591590854,1
0.407556037,1
0.432651742,1
0.520013458,1
0.48709054,1
0.474603434,1
0.597614182,1
0.136952441,1
0.529852742,1
0.492775776,1
0.480935478,1
0.695144143,1
